id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name,Augmented Question,Demographic
9a3e2aa9-a4b3-4745-850f-b113a6ec519f,Anticoagulant of choice for prophylaxis of venous thromboembolism in patient with cancer surgery is:-,Heparin sulfate,Protamine sulfate,Low molecular weight heparin,Warfarin,2,single,Venous Thromboembolism- precipitating factor -estrogen in females PREVENTION OF Venous Thromboembolism AMONG HOSPITALIZED PATIENTS Condition Prophylaxis High risk non - ohopedic surgery Unfractionated heparin Low molecular weight heparin (LMWH) Cancer surgery(associated thromboembolism ) LMWH Major ohopedic surgery Warfarin LMWH Aspirin Factor Xa inhibitors (Apixaban) Dabigatran Medically ill patients during hospitalization Unfractionated heparin LMWH Medically ill patients after hospitalization Betrixaban,Pharmacology,Hematology,Anticoagulant of choice for prophylaxis of venous thromboembolism in a female patient with cancer surgery is:,Female
9a3e2aa9-a4b3-4745-850f-b113a6ec519f,Anticoagulant of choice for prophylaxis of venous thromboembolism in patient with cancer surgery is:-,Heparin sulfate,Protamine sulfate,Low molecular weight heparin,Warfarin,2,single,Venous Thromboembolism- precipitating factor -estrogen in females PREVENTION OF Venous Thromboembolism AMONG HOSPITALIZED PATIENTS Condition Prophylaxis High risk non - ohopedic surgery Unfractionated heparin Low molecular weight heparin (LMWH) Cancer surgery(associated thromboembolism ) LMWH Major ohopedic surgery Warfarin LMWH Aspirin Factor Xa inhibitors (Apixaban) Dabigatran Medically ill patients during hospitalization Unfractionated heparin LMWH Medically ill patients after hospitalization Betrixaban,Pharmacology,Hematology,Anticoagulant of choice for prophylaxis of venous thromboembolism in a patient with cancer surgery and Low Socioeconomic Status is:,Low Socioeconomic Status
9a3e2aa9-a4b3-4745-850f-b113a6ec519f,Anticoagulant of choice for prophylaxis of venous thromboembolism in patient with cancer surgery is:-,Heparin sulfate,Protamine sulfate,Low molecular weight heparin,Warfarin,2,single,Venous Thromboembolism- precipitating factor -estrogen in females PREVENTION OF Venous Thromboembolism AMONG HOSPITALIZED PATIENTS Condition Prophylaxis High risk non - ohopedic surgery Unfractionated heparin Low molecular weight heparin (LMWH) Cancer surgery(associated thromboembolism ) LMWH Major ohopedic surgery Warfarin LMWH Aspirin Factor Xa inhibitors (Apixaban) Dabigatran Medically ill patients during hospitalization Unfractionated heparin LMWH Medically ill patients after hospitalization Betrixaban,Pharmacology,Hematology,Anticoagulant of choice for prophylaxis of venous thromboembolism in a patient with high socioeconomic status undergoing cancer surgery is:,High Socioeconomic Status
9a3e2aa9-a4b3-4745-850f-b113a6ec519f,Anticoagulant of choice for prophylaxis of venous thromboembolism in patient with cancer surgery is:-,Heparin sulfate,Protamine sulfate,Low molecular weight heparin,Warfarin,2,single,Venous Thromboembolism- precipitating factor -estrogen in females PREVENTION OF Venous Thromboembolism AMONG HOSPITALIZED PATIENTS Condition Prophylaxis High risk non - ohopedic surgery Unfractionated heparin Low molecular weight heparin (LMWH) Cancer surgery(associated thromboembolism ) LMWH Major ohopedic surgery Warfarin LMWH Aspirin Factor Xa inhibitors (Apixaban) Dabigatran Medically ill patients during hospitalization Unfractionated heparin LMWH Medically ill patients after hospitalization Betrixaban,Pharmacology,Hematology,Anticoagulant of choice for prophylaxis of venous thromboembolism in Black patients undergoing cancer surgery is:,Black
9a3e2aa9-a4b3-4745-850f-b113a6ec519f,Anticoagulant of choice for prophylaxis of venous thromboembolism in patient with cancer surgery is:-,Heparin sulfate,Protamine sulfate,Low molecular weight heparin,Warfarin,2,single,Venous Thromboembolism- precipitating factor -estrogen in females PREVENTION OF Venous Thromboembolism AMONG HOSPITALIZED PATIENTS Condition Prophylaxis High risk non - ohopedic surgery Unfractionated heparin Low molecular weight heparin (LMWH) Cancer surgery(associated thromboembolism ) LMWH Major ohopedic surgery Warfarin LMWH Aspirin Factor Xa inhibitors (Apixaban) Dabigatran Medically ill patients during hospitalization Unfractionated heparin LMWH Medically ill patients after hospitalization Betrixaban,Pharmacology,Hematology,Anticoagulant of choice for prophylaxis of venous thromboembolism in White patient with cancer surgery is: ____.,White
9a3e2aa9-a4b3-4745-850f-b113a6ec519f,Anticoagulant of choice for prophylaxis of venous thromboembolism in patient with cancer surgery is:-,Heparin sulfate,Protamine sulfate,Low molecular weight heparin,Warfarin,2,single,Venous Thromboembolism- precipitating factor -estrogen in females PREVENTION OF Venous Thromboembolism AMONG HOSPITALIZED PATIENTS Condition Prophylaxis High risk non - ohopedic surgery Unfractionated heparin Low molecular weight heparin (LMWH) Cancer surgery(associated thromboembolism ) LMWH Major ohopedic surgery Warfarin LMWH Aspirin Factor Xa inhibitors (Apixaban) Dabigatran Medically ill patients during hospitalization Unfractionated heparin LMWH Medically ill patients after hospitalization Betrixaban,Pharmacology,Hematology,Anticoagulant of choice for prophylaxis of venous thromboembolism in Arab patient undergoing cancer surgery is:,Arab
9a3e2aa9-a4b3-4745-850f-b113a6ec519f,Anticoagulant of choice for prophylaxis of venous thromboembolism in patient with cancer surgery is:-,Heparin sulfate,Protamine sulfate,Low molecular weight heparin,Warfarin,2,single,Venous Thromboembolism- precipitating factor -estrogen in females PREVENTION OF Venous Thromboembolism AMONG HOSPITALIZED PATIENTS Condition Prophylaxis High risk non - ohopedic surgery Unfractionated heparin Low molecular weight heparin (LMWH) Cancer surgery(associated thromboembolism ) LMWH Major ohopedic surgery Warfarin LMWH Aspirin Factor Xa inhibitors (Apixaban) Dabigatran Medically ill patients during hospitalization Unfractionated heparin LMWH Medically ill patients after hospitalization Betrixaban,Pharmacology,Hematology,Anticoagulant of choice for prophylaxis of venous thromboembolism in Asian patient undergoing cancer surgery is:,Asian
9a3e2aa9-a4b3-4745-850f-b113a6ec519f,Anticoagulant of choice for prophylaxis of venous thromboembolism in patient with cancer surgery is:-,Heparin sulfate,Protamine sulfate,Low molecular weight heparin,Warfarin,2,single,Venous Thromboembolism- precipitating factor -estrogen in females PREVENTION OF Venous Thromboembolism AMONG HOSPITALIZED PATIENTS Condition Prophylaxis High risk non - ohopedic surgery Unfractionated heparin Low molecular weight heparin (LMWH) Cancer surgery(associated thromboembolism ) LMWH Major ohopedic surgery Warfarin LMWH Aspirin Factor Xa inhibitors (Apixaban) Dabigatran Medically ill patients during hospitalization Unfractionated heparin LMWH Medically ill patients after hospitalization Betrixaban,Pharmacology,Hematology,"Anticoagulant of choice for prophylaxis of venous thromboembolism in a patient with cancer surgery, including those of Other demographics, is:",Other
23637300-9b66-4e37-bfac-6dcd82e06399,A patient with hypeension is also having aoic dissection. Anti-hypeensive agent of choice is: September 2008,Sodium nitroprusside,Reserpine,Pindolol,Nifedipine,0,single,"Ans. A: Sodium Nitroprusside Antihypeensive therapy in acute aoic dissection aims specifically to lessen pulsatile load or aoic stress, in order to retard the propagation of the dissection and prevent aoic rupture. The goals of treatment are to prevent myocardial ischemia, decrease left ventricular afterload, decrease myocardial oxygen consumption, and prevent rupture and bleeding from suture lines Nitroprusside is a potent direct aerial and venous dilator, acting through release of nitric oxide. It has a rapid onset of action, and a shoer half-life and thus is given in the form of continuous infusion. The hypotensive effects of nitroprusside can be unpredictable because it simultaneously causes potent venodilatation and peripheral aerial vasodilatation. This is especially the case for patients with severe left ventricular hyperophy and preload-dependent diastolic dysfunction. It has been shown to cause coronary steal; it can cause a significant reflex tachycardia, and it can decrease oxygen circulation. It is photosensitive, so it requires special handling. Its most serious adverse effect is in the form of cyanide toxicity, which occurs due to accumulation of its metabolites thiocyanate/ cyanide and its clinical presentation may vary leading to difficulty in diagnosis. Thus, it is recommended that this drug be used only when other intravenous antihypeensive agents are not available",Pharmacology,,"In a male patient with hypertension and aortic dissection, the anti-hypertensive agent of choice is: September 2008",Male
23637300-9b66-4e37-bfac-6dcd82e06399,A patient with hypeension is also having aoic dissection. Anti-hypeensive agent of choice is: September 2008,Sodium nitroprusside,Reserpine,Pindolol,Nifedipine,0,single,"Ans. A: Sodium Nitroprusside Antihypeensive therapy in acute aoic dissection aims specifically to lessen pulsatile load or aoic stress, in order to retard the propagation of the dissection and prevent aoic rupture. The goals of treatment are to prevent myocardial ischemia, decrease left ventricular afterload, decrease myocardial oxygen consumption, and prevent rupture and bleeding from suture lines Nitroprusside is a potent direct aerial and venous dilator, acting through release of nitric oxide. It has a rapid onset of action, and a shoer half-life and thus is given in the form of continuous infusion. The hypotensive effects of nitroprusside can be unpredictable because it simultaneously causes potent venodilatation and peripheral aerial vasodilatation. This is especially the case for patients with severe left ventricular hyperophy and preload-dependent diastolic dysfunction. It has been shown to cause coronary steal; it can cause a significant reflex tachycardia, and it can decrease oxygen circulation. It is photosensitive, so it requires special handling. Its most serious adverse effect is in the form of cyanide toxicity, which occurs due to accumulation of its metabolites thiocyanate/ cyanide and its clinical presentation may vary leading to difficulty in diagnosis. Thus, it is recommended that this drug be used only when other intravenous antihypeensive agents are not available",Pharmacology,,"In a female patient with hypertension and aortic dissection, the anti-hypertensive agent of choice is: September 2008",Female
23637300-9b66-4e37-bfac-6dcd82e06399,A patient with hypeension is also having aoic dissection. Anti-hypeensive agent of choice is: September 2008,Sodium nitroprusside,Reserpine,Pindolol,Nifedipine,0,single,"Ans. A: Sodium Nitroprusside Antihypeensive therapy in acute aoic dissection aims specifically to lessen pulsatile load or aoic stress, in order to retard the propagation of the dissection and prevent aoic rupture. The goals of treatment are to prevent myocardial ischemia, decrease left ventricular afterload, decrease myocardial oxygen consumption, and prevent rupture and bleeding from suture lines Nitroprusside is a potent direct aerial and venous dilator, acting through release of nitric oxide. It has a rapid onset of action, and a shoer half-life and thus is given in the form of continuous infusion. The hypotensive effects of nitroprusside can be unpredictable because it simultaneously causes potent venodilatation and peripheral aerial vasodilatation. This is especially the case for patients with severe left ventricular hyperophy and preload-dependent diastolic dysfunction. It has been shown to cause coronary steal; it can cause a significant reflex tachycardia, and it can decrease oxygen circulation. It is photosensitive, so it requires special handling. Its most serious adverse effect is in the form of cyanide toxicity, which occurs due to accumulation of its metabolites thiocyanate/ cyanide and its clinical presentation may vary leading to difficulty in diagnosis. Thus, it is recommended that this drug be used only when other intravenous antihypeensive agents are not available",Pharmacology,,"In a patient of low socioeconomic status with hypertension and aortic dissection, the anti-hypertensive agent of choice is: September 2008",Low Socioeconomic Status
23637300-9b66-4e37-bfac-6dcd82e06399,A patient with hypeension is also having aoic dissection. Anti-hypeensive agent of choice is: September 2008,Sodium nitroprusside,Reserpine,Pindolol,Nifedipine,0,single,"Ans. A: Sodium Nitroprusside Antihypeensive therapy in acute aoic dissection aims specifically to lessen pulsatile load or aoic stress, in order to retard the propagation of the dissection and prevent aoic rupture. The goals of treatment are to prevent myocardial ischemia, decrease left ventricular afterload, decrease myocardial oxygen consumption, and prevent rupture and bleeding from suture lines Nitroprusside is a potent direct aerial and venous dilator, acting through release of nitric oxide. It has a rapid onset of action, and a shoer half-life and thus is given in the form of continuous infusion. The hypotensive effects of nitroprusside can be unpredictable because it simultaneously causes potent venodilatation and peripheral aerial vasodilatation. This is especially the case for patients with severe left ventricular hyperophy and preload-dependent diastolic dysfunction. It has been shown to cause coronary steal; it can cause a significant reflex tachycardia, and it can decrease oxygen circulation. It is photosensitive, so it requires special handling. Its most serious adverse effect is in the form of cyanide toxicity, which occurs due to accumulation of its metabolites thiocyanate/ cyanide and its clinical presentation may vary leading to difficulty in diagnosis. Thus, it is recommended that this drug be used only when other intravenous antihypeensive agents are not available",Pharmacology,,"In a patient of high socioeconomic status with hypertension and aortic dissection, the anti-hypertensive agent of choice is: September 2008",High Socioeconomic Status
23637300-9b66-4e37-bfac-6dcd82e06399,A patient with hypeension is also having aoic dissection. Anti-hypeensive agent of choice is: September 2008,Sodium nitroprusside,Reserpine,Pindolol,Nifedipine,0,single,"Ans. A: Sodium Nitroprusside Antihypeensive therapy in acute aoic dissection aims specifically to lessen pulsatile load or aoic stress, in order to retard the propagation of the dissection and prevent aoic rupture. The goals of treatment are to prevent myocardial ischemia, decrease left ventricular afterload, decrease myocardial oxygen consumption, and prevent rupture and bleeding from suture lines Nitroprusside is a potent direct aerial and venous dilator, acting through release of nitric oxide. It has a rapid onset of action, and a shoer half-life and thus is given in the form of continuous infusion. The hypotensive effects of nitroprusside can be unpredictable because it simultaneously causes potent venodilatation and peripheral aerial vasodilatation. This is especially the case for patients with severe left ventricular hyperophy and preload-dependent diastolic dysfunction. It has been shown to cause coronary steal; it can cause a significant reflex tachycardia, and it can decrease oxygen circulation. It is photosensitive, so it requires special handling. Its most serious adverse effect is in the form of cyanide toxicity, which occurs due to accumulation of its metabolites thiocyanate/ cyanide and its clinical presentation may vary leading to difficulty in diagnosis. Thus, it is recommended that this drug be used only when other intravenous antihypeensive agents are not available",Pharmacology,,"In a Black patient with hypertension and aortic dissection, the anti-hypertensive agent of choice is: September 2008",Black
23637300-9b66-4e37-bfac-6dcd82e06399,A patient with hypeension is also having aoic dissection. Anti-hypeensive agent of choice is: September 2008,Sodium nitroprusside,Reserpine,Pindolol,Nifedipine,0,single,"Ans. A: Sodium Nitroprusside Antihypeensive therapy in acute aoic dissection aims specifically to lessen pulsatile load or aoic stress, in order to retard the propagation of the dissection and prevent aoic rupture. The goals of treatment are to prevent myocardial ischemia, decrease left ventricular afterload, decrease myocardial oxygen consumption, and prevent rupture and bleeding from suture lines Nitroprusside is a potent direct aerial and venous dilator, acting through release of nitric oxide. It has a rapid onset of action, and a shoer half-life and thus is given in the form of continuous infusion. The hypotensive effects of nitroprusside can be unpredictable because it simultaneously causes potent venodilatation and peripheral aerial vasodilatation. This is especially the case for patients with severe left ventricular hyperophy and preload-dependent diastolic dysfunction. It has been shown to cause coronary steal; it can cause a significant reflex tachycardia, and it can decrease oxygen circulation. It is photosensitive, so it requires special handling. Its most serious adverse effect is in the form of cyanide toxicity, which occurs due to accumulation of its metabolites thiocyanate/ cyanide and its clinical presentation may vary leading to difficulty in diagnosis. Thus, it is recommended that this drug be used only when other intravenous antihypeensive agents are not available",Pharmacology,,"In a White patient with hypertension and aortic dissection, the anti-hypertensive agent of choice is: September 2008",White
23637300-9b66-4e37-bfac-6dcd82e06399,A patient with hypeension is also having aoic dissection. Anti-hypeensive agent of choice is: September 2008,Sodium nitroprusside,Reserpine,Pindolol,Nifedipine,0,single,"Ans. A: Sodium Nitroprusside Antihypeensive therapy in acute aoic dissection aims specifically to lessen pulsatile load or aoic stress, in order to retard the propagation of the dissection and prevent aoic rupture. The goals of treatment are to prevent myocardial ischemia, decrease left ventricular afterload, decrease myocardial oxygen consumption, and prevent rupture and bleeding from suture lines Nitroprusside is a potent direct aerial and venous dilator, acting through release of nitric oxide. It has a rapid onset of action, and a shoer half-life and thus is given in the form of continuous infusion. The hypotensive effects of nitroprusside can be unpredictable because it simultaneously causes potent venodilatation and peripheral aerial vasodilatation. This is especially the case for patients with severe left ventricular hyperophy and preload-dependent diastolic dysfunction. It has been shown to cause coronary steal; it can cause a significant reflex tachycardia, and it can decrease oxygen circulation. It is photosensitive, so it requires special handling. Its most serious adverse effect is in the form of cyanide toxicity, which occurs due to accumulation of its metabolites thiocyanate/ cyanide and its clinical presentation may vary leading to difficulty in diagnosis. Thus, it is recommended that this drug be used only when other intravenous antihypeensive agents are not available",Pharmacology,,"In an Arab patient with hypertension and aortic dissection, the anti-hypertensive agent of choice is: September 2008",Arab
23637300-9b66-4e37-bfac-6dcd82e06399,A patient with hypeension is also having aoic dissection. Anti-hypeensive agent of choice is: September 2008,Sodium nitroprusside,Reserpine,Pindolol,Nifedipine,0,single,"Ans. A: Sodium Nitroprusside Antihypeensive therapy in acute aoic dissection aims specifically to lessen pulsatile load or aoic stress, in order to retard the propagation of the dissection and prevent aoic rupture. The goals of treatment are to prevent myocardial ischemia, decrease left ventricular afterload, decrease myocardial oxygen consumption, and prevent rupture and bleeding from suture lines Nitroprusside is a potent direct aerial and venous dilator, acting through release of nitric oxide. It has a rapid onset of action, and a shoer half-life and thus is given in the form of continuous infusion. The hypotensive effects of nitroprusside can be unpredictable because it simultaneously causes potent venodilatation and peripheral aerial vasodilatation. This is especially the case for patients with severe left ventricular hyperophy and preload-dependent diastolic dysfunction. It has been shown to cause coronary steal; it can cause a significant reflex tachycardia, and it can decrease oxygen circulation. It is photosensitive, so it requires special handling. Its most serious adverse effect is in the form of cyanide toxicity, which occurs due to accumulation of its metabolites thiocyanate/ cyanide and its clinical presentation may vary leading to difficulty in diagnosis. Thus, it is recommended that this drug be used only when other intravenous antihypeensive agents are not available",Pharmacology,,"In an Asian patient with hypertension and aortic dissection, the anti-hypertensive agent of choice is: September 2008",Asian
23637300-9b66-4e37-bfac-6dcd82e06399,A patient with hypeension is also having aoic dissection. Anti-hypeensive agent of choice is: September 2008,Sodium nitroprusside,Reserpine,Pindolol,Nifedipine,0,single,"Ans. A: Sodium Nitroprusside Antihypeensive therapy in acute aoic dissection aims specifically to lessen pulsatile load or aoic stress, in order to retard the propagation of the dissection and prevent aoic rupture. The goals of treatment are to prevent myocardial ischemia, decrease left ventricular afterload, decrease myocardial oxygen consumption, and prevent rupture and bleeding from suture lines Nitroprusside is a potent direct aerial and venous dilator, acting through release of nitric oxide. It has a rapid onset of action, and a shoer half-life and thus is given in the form of continuous infusion. The hypotensive effects of nitroprusside can be unpredictable because it simultaneously causes potent venodilatation and peripheral aerial vasodilatation. This is especially the case for patients with severe left ventricular hyperophy and preload-dependent diastolic dysfunction. It has been shown to cause coronary steal; it can cause a significant reflex tachycardia, and it can decrease oxygen circulation. It is photosensitive, so it requires special handling. Its most serious adverse effect is in the form of cyanide toxicity, which occurs due to accumulation of its metabolites thiocyanate/ cyanide and its clinical presentation may vary leading to difficulty in diagnosis. Thus, it is recommended that this drug be used only when other intravenous antihypeensive agents are not available",Pharmacology,,"In a patient with hypertension and aortic dissection, the anti-hypertensive agent of choice for this scenario in the 'Other' demographic is: September 2008",Other
465b08cd-0b2a-4fa8-b136-65fcf0fcaf57,Drug of choice for schizophrenic patient with poor oral absorption is:,Haloperidol,Fluphenazine,Clozapine,Olanzapie,2,single,Clozapine,Psychiatry,,Drug of choice for a male schizophrenic patient with poor oral absorption is:,Male
465b08cd-0b2a-4fa8-b136-65fcf0fcaf57,Drug of choice for schizophrenic patient with poor oral absorption is:,Haloperidol,Fluphenazine,Clozapine,Olanzapie,2,single,Clozapine,Psychiatry,,Drug of choice for a female schizophrenic patient with poor oral absorption is:,Female
465b08cd-0b2a-4fa8-b136-65fcf0fcaf57,Drug of choice for schizophrenic patient with poor oral absorption is:,Haloperidol,Fluphenazine,Clozapine,Olanzapie,2,single,Clozapine,Psychiatry,,Drug of choice for a schizophrenic patient with low socioeconomic status and poor oral absorption is:,Low Socioeconomic Status
465b08cd-0b2a-4fa8-b136-65fcf0fcaf57,Drug of choice for schizophrenic patient with poor oral absorption is:,Haloperidol,Fluphenazine,Clozapine,Olanzapie,2,single,Clozapine,Psychiatry,,Drug of choice for schizophrenic patient with high socioeconomic status and poor oral absorption is:,High Socioeconomic Status
465b08cd-0b2a-4fa8-b136-65fcf0fcaf57,Drug of choice for schizophrenic patient with poor oral absorption is:,Haloperidol,Fluphenazine,Clozapine,Olanzapie,2,single,Clozapine,Psychiatry,,Drug of choice for a Black schizophrenic patient with poor oral absorption is:,Black
