id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name,Augmented Question,Demographic
ca637d73-a24a-4097-8ad7-0d518edb9c1f,Ebstein's anomaly may be a complication of which drug when used during first trimester of pregnancy:,Sodium valproate,Lamotrigine,Lithium carbonate,Carbamazepine,2,single,Ans. C. Lithium carbonate* Teratogenic effect of Lithium:* cardiac defect - Ebstein anomaly* Apical displacement of septal posterior tricuspid valve (arterialization of right ventricle),Psychiatry,Pharmacotherapy In Psychiatry,Ebstein's anomaly may be a complication of which drug when used during the first trimester of pregnancy in Asian women:,Asian
ca637d73-a24a-4097-8ad7-0d518edb9c1f,Ebstein's anomaly may be a complication of which drug when used during first trimester of pregnancy:,Sodium valproate,Lamotrigine,Lithium carbonate,Carbamazepine,2,single,Ans. C. Lithium carbonate* Teratogenic effect of Lithium:* cardiac defect - Ebstein anomaly* Apical displacement of septal posterior tricuspid valve (arterialization of right ventricle),Psychiatry,Pharmacotherapy In Psychiatry,Ebstein's anomaly may be a complication of which drug when used during the first trimester of pregnancy in women and individuals of Other gender identity:,Other
47ae6691-e48d-498d-8f58-694c492d1ab8,Presenilin - 1 gene is present on :,Chromosome 1,Chromosome 2,Chromosome 14,Chromosome 21,2,single,Presenilin - 1 is present on Chromosome 14 & Presenilin - 2  is present on Chromosome - 1. Both are associated with Alzheimer's disease.,Psychiatry,,Presenilin-1 gene is present on which chromosome in males?,Male
47ae6691-e48d-498d-8f58-694c492d1ab8,Presenilin - 1 gene is present on :,Chromosome 1,Chromosome 2,Chromosome 14,Chromosome 21,2,single,Presenilin - 1 is present on Chromosome 14 & Presenilin - 2  is present on Chromosome - 1. Both are associated with Alzheimer's disease.,Psychiatry,,Female: The Presenilin-1 gene is present on:,Female
47ae6691-e48d-498d-8f58-694c492d1ab8,Presenilin - 1 gene is present on :,Chromosome 1,Chromosome 2,Chromosome 14,Chromosome 21,2,single,Presenilin - 1 is present on Chromosome 14 & Presenilin - 2  is present on Chromosome - 1. Both are associated with Alzheimer's disease.,Psychiatry,,The Presenilin-1 gene is present on which chromosome in individuals of Low Socioeconomic Status?,Low Socioeconomic Status
47ae6691-e48d-498d-8f58-694c492d1ab8,Presenilin - 1 gene is present on :,Chromosome 1,Chromosome 2,Chromosome 14,Chromosome 21,2,single,Presenilin - 1 is present on Chromosome 14 & Presenilin - 2  is present on Chromosome - 1. Both are associated with Alzheimer's disease.,Psychiatry,,The Presenilin-1 gene is present on which chromosome among individuals of high socioeconomic status?,High Socioeconomic Status
47ae6691-e48d-498d-8f58-694c492d1ab8,Presenilin - 1 gene is present on :,Chromosome 1,Chromosome 2,Chromosome 14,Chromosome 21,2,single,Presenilin - 1 is present on Chromosome 14 & Presenilin - 2  is present on Chromosome - 1. Both are associated with Alzheimer's disease.,Psychiatry,,Presenilin-1 gene is present on which chromosome in Black individuals.,Black
47ae6691-e48d-498d-8f58-694c492d1ab8,Presenilin - 1 gene is present on :,Chromosome 1,Chromosome 2,Chromosome 14,Chromosome 21,2,single,Presenilin - 1 is present on Chromosome 14 & Presenilin - 2  is present on Chromosome - 1. Both are associated with Alzheimer's disease.,Psychiatry,,The Presenilin-1 gene is present on which chromosome in White individuals?,White
47ae6691-e48d-498d-8f58-694c492d1ab8,Presenilin - 1 gene is present on :,Chromosome 1,Chromosome 2,Chromosome 14,Chromosome 21,2,single,Presenilin - 1 is present on Chromosome 14 & Presenilin - 2  is present on Chromosome - 1. Both are associated with Alzheimer's disease.,Psychiatry,,Presenilin-1 gene is present onwhich chromosome in Arab individuals?,Arab
47ae6691-e48d-498d-8f58-694c492d1ab8,Presenilin - 1 gene is present on :,Chromosome 1,Chromosome 2,Chromosome 14,Chromosome 21,2,single,Presenilin - 1 is present on Chromosome 14 & Presenilin - 2  is present on Chromosome - 1. Both are associated with Alzheimer's disease.,Psychiatry,,Presenilin-1 gene is present on which chromosome in Asian individuals.,Asian
47ae6691-e48d-498d-8f58-694c492d1ab8,Presenilin - 1 gene is present on :,Chromosome 1,Chromosome 2,Chromosome 14,Chromosome 21,2,single,Presenilin - 1 is present on Chromosome 14 & Presenilin - 2  is present on Chromosome - 1. Both are associated with Alzheimer's disease.,Psychiatry,,"Presenilin-1 gene is present on which chromosome in individuals of all genders, including those identifying as Other?",Other
512a9ca3-83f2-4d8f-93a9-c506f28b7759,Which of the following is not seen in a case of borderline personality disorder?,Identity crisis,Dissociative events,Risk taking behaviour,Strong interpersonal relationships,3,single,"Ans: D (Strong interpersonal relationships) Ref: Synopsis of psychiatry, Kaplan & Sadock,10th editionExplanation:Borderline personality disorderIt is a type of personality disorder.It is typically seen in females, especially in young adults.The basic problem in borderline personality disorder is 'poor self-image' resulting in abnormal way of perceiving, experiencing, thinking, feeling and behaving in this group.The sense of poor self is reflected by frequent identity crisis and chronic inner emptiness.They have higher level of sensitivity over real/ perceived (the latter is more) rejection, failure.Emotional dyseontrol is common as evidenced by anger outbursts.They find difficulty in focussing and are more prone to develop dissociation.These people form as well as break relationships quickly and over trivial reasons.Their actions are impulsive in nature and carry no planning.They are more prone to hurt themselves (self- injurious behaviour in the form of frequent wrist slashing, tablet poisoning etc..) and others (temper tantrums)Mood stabilizers like Valproate have been found useful (the ONLY personality disorder where pharmacotherapy found effective so far).Dialectic behaviour therapy (DBT) is the psychotherapeutic method found useful.",Psychiatry,Personality Disorders,Which of the following is not seen in a case of borderline personality disorder in males?,Male
512a9ca3-83f2-4d8f-93a9-c506f28b7759,Which of the following is not seen in a case of borderline personality disorder?,Identity crisis,Dissociative events,Risk taking behaviour,Strong interpersonal relationships,3,single,"Ans: D (Strong interpersonal relationships) Ref: Synopsis of psychiatry, Kaplan & Sadock,10th editionExplanation:Borderline personality disorderIt is a type of personality disorder.It is typically seen in females, especially in young adults.The basic problem in borderline personality disorder is 'poor self-image' resulting in abnormal way of perceiving, experiencing, thinking, feeling and behaving in this group.The sense of poor self is reflected by frequent identity crisis and chronic inner emptiness.They have higher level of sensitivity over real/ perceived (the latter is more) rejection, failure.Emotional dyseontrol is common as evidenced by anger outbursts.They find difficulty in focussing and are more prone to develop dissociation.These people form as well as break relationships quickly and over trivial reasons.Their actions are impulsive in nature and carry no planning.They are more prone to hurt themselves (self- injurious behaviour in the form of frequent wrist slashing, tablet poisoning etc..) and others (temper tantrums)Mood stabilizers like Valproate have been found useful (the ONLY personality disorder where pharmacotherapy found effective so far).Dialectic behaviour therapy (DBT) is the psychotherapeutic method found useful.",Psychiatry,Personality Disorders,Which of the following is not seen in a case of borderline personality disorder in females?,Female
512a9ca3-83f2-4d8f-93a9-c506f28b7759,Which of the following is not seen in a case of borderline personality disorder?,Identity crisis,Dissociative events,Risk taking behaviour,Strong interpersonal relationships,3,single,"Ans: D (Strong interpersonal relationships) Ref: Synopsis of psychiatry, Kaplan & Sadock,10th editionExplanation:Borderline personality disorderIt is a type of personality disorder.It is typically seen in females, especially in young adults.The basic problem in borderline personality disorder is 'poor self-image' resulting in abnormal way of perceiving, experiencing, thinking, feeling and behaving in this group.The sense of poor self is reflected by frequent identity crisis and chronic inner emptiness.They have higher level of sensitivity over real/ perceived (the latter is more) rejection, failure.Emotional dyseontrol is common as evidenced by anger outbursts.They find difficulty in focussing and are more prone to develop dissociation.These people form as well as break relationships quickly and over trivial reasons.Their actions are impulsive in nature and carry no planning.They are more prone to hurt themselves (self- injurious behaviour in the form of frequent wrist slashing, tablet poisoning etc..) and others (temper tantrums)Mood stabilizers like Valproate have been found useful (the ONLY personality disorder where pharmacotherapy found effective so far).Dialectic behaviour therapy (DBT) is the psychotherapeutic method found useful.",Psychiatry,Personality Disorders,"Which of the following is not seen in a case of borderline personality disorder, particularly in individuals from a low socioeconomic status background?",Low Socioeconomic Status
512a9ca3-83f2-4d8f-93a9-c506f28b7759,Which of the following is not seen in a case of borderline personality disorder?,Identity crisis,Dissociative events,Risk taking behaviour,Strong interpersonal relationships,3,single,"Ans: D (Strong interpersonal relationships) Ref: Synopsis of psychiatry, Kaplan & Sadock,10th editionExplanation:Borderline personality disorderIt is a type of personality disorder.It is typically seen in females, especially in young adults.The basic problem in borderline personality disorder is 'poor self-image' resulting in abnormal way of perceiving, experiencing, thinking, feeling and behaving in this group.The sense of poor self is reflected by frequent identity crisis and chronic inner emptiness.They have higher level of sensitivity over real/ perceived (the latter is more) rejection, failure.Emotional dyseontrol is common as evidenced by anger outbursts.They find difficulty in focussing and are more prone to develop dissociation.These people form as well as break relationships quickly and over trivial reasons.Their actions are impulsive in nature and carry no planning.They are more prone to hurt themselves (self- injurious behaviour in the form of frequent wrist slashing, tablet poisoning etc..) and others (temper tantrums)Mood stabilizers like Valproate have been found useful (the ONLY personality disorder where pharmacotherapy found effective so far).Dialectic behaviour therapy (DBT) is the psychotherapeutic method found useful.",Psychiatry,Personality Disorders,Which of the following is not seen in a case of borderline personality disorder among individuals of high socioeconomic status?,High Socioeconomic Status
512a9ca3-83f2-4d8f-93a9-c506f28b7759,Which of the following is not seen in a case of borderline personality disorder?,Identity crisis,Dissociative events,Risk taking behaviour,Strong interpersonal relationships,3,single,"Ans: D (Strong interpersonal relationships) Ref: Synopsis of psychiatry, Kaplan & Sadock,10th editionExplanation:Borderline personality disorderIt is a type of personality disorder.It is typically seen in females, especially in young adults.The basic problem in borderline personality disorder is 'poor self-image' resulting in abnormal way of perceiving, experiencing, thinking, feeling and behaving in this group.The sense of poor self is reflected by frequent identity crisis and chronic inner emptiness.They have higher level of sensitivity over real/ perceived (the latter is more) rejection, failure.Emotional dyseontrol is common as evidenced by anger outbursts.They find difficulty in focussing and are more prone to develop dissociation.These people form as well as break relationships quickly and over trivial reasons.Their actions are impulsive in nature and carry no planning.They are more prone to hurt themselves (self- injurious behaviour in the form of frequent wrist slashing, tablet poisoning etc..) and others (temper tantrums)Mood stabilizers like Valproate have been found useful (the ONLY personality disorder where pharmacotherapy found effective so far).Dialectic behaviour therapy (DBT) is the psychotherapeutic method found useful.",Psychiatry,Personality Disorders,"Which of the following is not seen in a case of borderline personality disorder, particularly among Black individuals?",Black
512a9ca3-83f2-4d8f-93a9-c506f28b7759,Which of the following is not seen in a case of borderline personality disorder?,Identity crisis,Dissociative events,Risk taking behaviour,Strong interpersonal relationships,3,single,"Ans: D (Strong interpersonal relationships) Ref: Synopsis of psychiatry, Kaplan & Sadock,10th editionExplanation:Borderline personality disorderIt is a type of personality disorder.It is typically seen in females, especially in young adults.The basic problem in borderline personality disorder is 'poor self-image' resulting in abnormal way of perceiving, experiencing, thinking, feeling and behaving in this group.The sense of poor self is reflected by frequent identity crisis and chronic inner emptiness.They have higher level of sensitivity over real/ perceived (the latter is more) rejection, failure.Emotional dyseontrol is common as evidenced by anger outbursts.They find difficulty in focussing and are more prone to develop dissociation.These people form as well as break relationships quickly and over trivial reasons.Their actions are impulsive in nature and carry no planning.They are more prone to hurt themselves (self- injurious behaviour in the form of frequent wrist slashing, tablet poisoning etc..) and others (temper tantrums)Mood stabilizers like Valproate have been found useful (the ONLY personality disorder where pharmacotherapy found effective so far).Dialectic behaviour therapy (DBT) is the psychotherapeutic method found useful.",Psychiatry,Personality Disorders,Which of the following is not seen in a case of borderline personality disorder in White individuals?,White
512a9ca3-83f2-4d8f-93a9-c506f28b7759,Which of the following is not seen in a case of borderline personality disorder?,Identity crisis,Dissociative events,Risk taking behaviour,Strong interpersonal relationships,3,single,"Ans: D (Strong interpersonal relationships) Ref: Synopsis of psychiatry, Kaplan & Sadock,10th editionExplanation:Borderline personality disorderIt is a type of personality disorder.It is typically seen in females, especially in young adults.The basic problem in borderline personality disorder is 'poor self-image' resulting in abnormal way of perceiving, experiencing, thinking, feeling and behaving in this group.The sense of poor self is reflected by frequent identity crisis and chronic inner emptiness.They have higher level of sensitivity over real/ perceived (the latter is more) rejection, failure.Emotional dyseontrol is common as evidenced by anger outbursts.They find difficulty in focussing and are more prone to develop dissociation.These people form as well as break relationships quickly and over trivial reasons.Their actions are impulsive in nature and carry no planning.They are more prone to hurt themselves (self- injurious behaviour in the form of frequent wrist slashing, tablet poisoning etc..) and others (temper tantrums)Mood stabilizers like Valproate have been found useful (the ONLY personality disorder where pharmacotherapy found effective so far).Dialectic behaviour therapy (DBT) is the psychotherapeutic method found useful.",Psychiatry,Personality Disorders,Which of the following is not seen in a case of borderline personality disorder among Arab individuals?,Arab
512a9ca3-83f2-4d8f-93a9-c506f28b7759,Which of the following is not seen in a case of borderline personality disorder?,Identity crisis,Dissociative events,Risk taking behaviour,Strong interpersonal relationships,3,single,"Ans: D (Strong interpersonal relationships) Ref: Synopsis of psychiatry, Kaplan & Sadock,10th editionExplanation:Borderline personality disorderIt is a type of personality disorder.It is typically seen in females, especially in young adults.The basic problem in borderline personality disorder is 'poor self-image' resulting in abnormal way of perceiving, experiencing, thinking, feeling and behaving in this group.The sense of poor self is reflected by frequent identity crisis and chronic inner emptiness.They have higher level of sensitivity over real/ perceived (the latter is more) rejection, failure.Emotional dyseontrol is common as evidenced by anger outbursts.They find difficulty in focussing and are more prone to develop dissociation.These people form as well as break relationships quickly and over trivial reasons.Their actions are impulsive in nature and carry no planning.They are more prone to hurt themselves (self- injurious behaviour in the form of frequent wrist slashing, tablet poisoning etc..) and others (temper tantrums)Mood stabilizers like Valproate have been found useful (the ONLY personality disorder where pharmacotherapy found effective so far).Dialectic behaviour therapy (DBT) is the psychotherapeutic method found useful.",Psychiatry,Personality Disorders,"Which of the following is not seen in a case of borderline personality disorder, particularly among Asian individuals?",Asian
512a9ca3-83f2-4d8f-93a9-c506f28b7759,Which of the following is not seen in a case of borderline personality disorder?,Identity crisis,Dissociative events,Risk taking behaviour,Strong interpersonal relationships,3,single,"Ans: D (Strong interpersonal relationships) Ref: Synopsis of psychiatry, Kaplan & Sadock,10th editionExplanation:Borderline personality disorderIt is a type of personality disorder.It is typically seen in females, especially in young adults.The basic problem in borderline personality disorder is 'poor self-image' resulting in abnormal way of perceiving, experiencing, thinking, feeling and behaving in this group.The sense of poor self is reflected by frequent identity crisis and chronic inner emptiness.They have higher level of sensitivity over real/ perceived (the latter is more) rejection, failure.Emotional dyseontrol is common as evidenced by anger outbursts.They find difficulty in focussing and are more prone to develop dissociation.These people form as well as break relationships quickly and over trivial reasons.Their actions are impulsive in nature and carry no planning.They are more prone to hurt themselves (self- injurious behaviour in the form of frequent wrist slashing, tablet poisoning etc..) and others (temper tantrums)Mood stabilizers like Valproate have been found useful (the ONLY personality disorder where pharmacotherapy found effective so far).Dialectic behaviour therapy (DBT) is the psychotherapeutic method found useful.",Psychiatry,Personality Disorders,"Which of the following is not seen in a case of borderline personality disorder among individuals of all genders, ages, and ethnicities, including those identifying as Other?",Other
d5e702b6-18f9-4a69-a7d6-0b6362ef3d40,A 32-yrs-old woman is diagnosed with major depression. What is the chance that her identical twin sister will develop the same disease?,5%,20%,50%,70%,3,single,"Twin studies are useful tools to separate biological and environmental etiologic factors in illnesses. Most twin studies sta with the selection of monozygotic and same-sex dizygotic twin pairs who are raised together, in which one of the twins has the disorder. The other twin is then followed to determine if he or she also develops the disorder. The propoion of the twin pairs in which both twins are affected is called concordance. The difference in the concordance rate between the monozygotic and the dizygotic pairs reflects the impoance of hereditary factors in the development of the disorder. The concordance rate for mood disorders in monozygotic twins averages 70% when various studies are combined. The concordance rate in Dizygotic twins is approximately 20%. This is significantly higher than that found in the general population, but still 2 to 4 times lower than the concordance in monozygotic twins. These studies prove that, although environmental factors do play a role in mood disorders (the concordance is not 100%), heredity has a major role. Reference: Kaplon and sadock, 11 th edition, synopsis of psychiatry, 11 th edition, pg no.835",Psychiatry,Mood disorders,A 32-year-old man is diagnosed with major depression. What is the chance that his identical twin brother will develop the same disease?,Male
d5e702b6-18f9-4a69-a7d6-0b6362ef3d40,A 32-yrs-old woman is diagnosed with major depression. What is the chance that her identical twin sister will develop the same disease?,5%,20%,50%,70%,3,single,"Twin studies are useful tools to separate biological and environmental etiologic factors in illnesses. Most twin studies sta with the selection of monozygotic and same-sex dizygotic twin pairs who are raised together, in which one of the twins has the disorder. The other twin is then followed to determine if he or she also develops the disorder. The propoion of the twin pairs in which both twins are affected is called concordance. The difference in the concordance rate between the monozygotic and the dizygotic pairs reflects the impoance of hereditary factors in the development of the disorder. The concordance rate for mood disorders in monozygotic twins averages 70% when various studies are combined. The concordance rate in Dizygotic twins is approximately 20%. This is significantly higher than that found in the general population, but still 2 to 4 times lower than the concordance in monozygotic twins. These studies prove that, although environmental factors do play a role in mood disorders (the concordance is not 100%), heredity has a major role. Reference: Kaplon and sadock, 11 th edition, synopsis of psychiatry, 11 th edition, pg no.835",Psychiatry,Mood disorders,"A 32-year-old female is diagnosed with major depression. What is the likelihood that her identical twin sister, also female, will develop the same disease?",Female
d5e702b6-18f9-4a69-a7d6-0b6362ef3d40,A 32-yrs-old woman is diagnosed with major depression. What is the chance that her identical twin sister will develop the same disease?,5%,20%,50%,70%,3,single,"Twin studies are useful tools to separate biological and environmental etiologic factors in illnesses. Most twin studies sta with the selection of monozygotic and same-sex dizygotic twin pairs who are raised together, in which one of the twins has the disorder. The other twin is then followed to determine if he or she also develops the disorder. The propoion of the twin pairs in which both twins are affected is called concordance. The difference in the concordance rate between the monozygotic and the dizygotic pairs reflects the impoance of hereditary factors in the development of the disorder. The concordance rate for mood disorders in monozygotic twins averages 70% when various studies are combined. The concordance rate in Dizygotic twins is approximately 20%. This is significantly higher than that found in the general population, but still 2 to 4 times lower than the concordance in monozygotic twins. These studies prove that, although environmental factors do play a role in mood disorders (the concordance is not 100%), heredity has a major role. Reference: Kaplon and sadock, 11 th edition, synopsis of psychiatry, 11 th edition, pg no.835",Psychiatry,Mood disorders,"A 32-year-old woman from a low socioeconomic status is diagnosed with major depression. What is the likelihood that her identical twin sister, who shares the same socioeconomic background, will also develop the same disease?",Low Socioeconomic Status
d5e702b6-18f9-4a69-a7d6-0b6362ef3d40,A 32-yrs-old woman is diagnosed with major depression. What is the chance that her identical twin sister will develop the same disease?,5%,20%,50%,70%,3,single,"Twin studies are useful tools to separate biological and environmental etiologic factors in illnesses. Most twin studies sta with the selection of monozygotic and same-sex dizygotic twin pairs who are raised together, in which one of the twins has the disorder. The other twin is then followed to determine if he or she also develops the disorder. The propoion of the twin pairs in which both twins are affected is called concordance. The difference in the concordance rate between the monozygotic and the dizygotic pairs reflects the impoance of hereditary factors in the development of the disorder. The concordance rate for mood disorders in monozygotic twins averages 70% when various studies are combined. The concordance rate in Dizygotic twins is approximately 20%. This is significantly higher than that found in the general population, but still 2 to 4 times lower than the concordance in monozygotic twins. These studies prove that, although environmental factors do play a role in mood disorders (the concordance is not 100%), heredity has a major role. Reference: Kaplon and sadock, 11 th edition, synopsis of psychiatry, 11 th edition, pg no.835",Psychiatry,Mood disorders,"A 32-year-old woman with high socioeconomic status is diagnosed with major depression. What is the likelihood that her identical twin sister, who also comes from a high socioeconomic background, will develop the same disease?",High Socioeconomic Status
d5e702b6-18f9-4a69-a7d6-0b6362ef3d40,A 32-yrs-old woman is diagnosed with major depression. What is the chance that her identical twin sister will develop the same disease?,5%,20%,50%,70%,3,single,"Twin studies are useful tools to separate biological and environmental etiologic factors in illnesses. Most twin studies sta with the selection of monozygotic and same-sex dizygotic twin pairs who are raised together, in which one of the twins has the disorder. The other twin is then followed to determine if he or she also develops the disorder. The propoion of the twin pairs in which both twins are affected is called concordance. The difference in the concordance rate between the monozygotic and the dizygotic pairs reflects the impoance of hereditary factors in the development of the disorder. The concordance rate for mood disorders in monozygotic twins averages 70% when various studies are combined. The concordance rate in Dizygotic twins is approximately 20%. This is significantly higher than that found in the general population, but still 2 to 4 times lower than the concordance in monozygotic twins. These studies prove that, although environmental factors do play a role in mood disorders (the concordance is not 100%), heredity has a major role. Reference: Kaplon and sadock, 11 th edition, synopsis of psychiatry, 11 th edition, pg no.835",Psychiatry,Mood disorders,"A 32-year-old Black woman is diagnosed with major depression. What is the chance that her identical twin sister, who is also Black, will develop the same disease?",Black
d5e702b6-18f9-4a69-a7d6-0b6362ef3d40,A 32-yrs-old woman is diagnosed with major depression. What is the chance that her identical twin sister will develop the same disease?,5%,20%,50%,70%,3,single,"Twin studies are useful tools to separate biological and environmental etiologic factors in illnesses. Most twin studies sta with the selection of monozygotic and same-sex dizygotic twin pairs who are raised together, in which one of the twins has the disorder. The other twin is then followed to determine if he or she also develops the disorder. The propoion of the twin pairs in which both twins are affected is called concordance. The difference in the concordance rate between the monozygotic and the dizygotic pairs reflects the impoance of hereditary factors in the development of the disorder. The concordance rate for mood disorders in monozygotic twins averages 70% when various studies are combined. The concordance rate in Dizygotic twins is approximately 20%. This is significantly higher than that found in the general population, but still 2 to 4 times lower than the concordance in monozygotic twins. These studies prove that, although environmental factors do play a role in mood disorders (the concordance is not 100%), heredity has a major role. Reference: Kaplon and sadock, 11 th edition, synopsis of psychiatry, 11 th edition, pg no.835",Psychiatry,Mood disorders,"A 32-year-old White woman is diagnosed with major depression. What is the chance that her identical twin sister, who is also White, will develop the same disease?",White
d5e702b6-18f9-4a69-a7d6-0b6362ef3d40,A 32-yrs-old woman is diagnosed with major depression. What is the chance that her identical twin sister will develop the same disease?,5%,20%,50%,70%,3,single,"Twin studies are useful tools to separate biological and environmental etiologic factors in illnesses. Most twin studies sta with the selection of monozygotic and same-sex dizygotic twin pairs who are raised together, in which one of the twins has the disorder. The other twin is then followed to determine if he or she also develops the disorder. The propoion of the twin pairs in which both twins are affected is called concordance. The difference in the concordance rate between the monozygotic and the dizygotic pairs reflects the impoance of hereditary factors in the development of the disorder. The concordance rate for mood disorders in monozygotic twins averages 70% when various studies are combined. The concordance rate in Dizygotic twins is approximately 20%. This is significantly higher than that found in the general population, but still 2 to 4 times lower than the concordance in monozygotic twins. These studies prove that, although environmental factors do play a role in mood disorders (the concordance is not 100%), heredity has a major role. Reference: Kaplon and sadock, 11 th edition, synopsis of psychiatry, 11 th edition, pg no.835",Psychiatry,Mood disorders,"A 32-year-old Arab woman is diagnosed with major depression. What is the likelihood that her identical twin sister, who is also Arab, will develop the same disease?",Arab
